function	ALC_19	ALC_20	CIR_18	CIR_19	ERR844085	ERR844086	IL_18	Met9_18	My_20	PR9_18	Pty_20	SRR2029458	SRR2029459	SRR2029460	SRR2071024	SRR2071075	SRR7135742	SRR7135743	V3_20	VT_20
2.1.1.63-RXN	17821.0	56281.67	19918.5	66539.5	61175.67	58289.67	8802.75	10676.83	33446.49	9286.0	75134.51	50127.99	49027.51	54616.23	463084.82	1224588.23	142051.63	131549.75	26645.27	45826.4
2.1.1.64-RXN	11002.75	26171.34	6997.0	22034.5	18685.67	73.0	5353.25	7622.16	22161.83	6033.0	37446.17	26732.63	22352.5	24633.88	121728.0	256389.59	35644.0	67819.59	2840.5	86.0
2.1.1.71-RXN	754.5	1100.5	393.0	486.0	16069.0	3.0	700.5	3162.5	32351.83	567.0	6087.67	24303.32	20034.5	17753.32	115274.5	140331.0	20584.0	33325.5	152.67	0.0
2.1.1.72-RXN	65359.0	140012.69	8459.5	24843.5	130459.85	232529.03	15109.0	22246.81	59231.66	17736.5	45061.84	54043.85	51093.84	55967.3	806264.97	2185001.97	241096.25	240351.35	74274.74	47312.6
2.1.1.74-RXN	1151.5	5508.5	44.0	220.0	31891.67	71.0	2571.5	1927.5	2261.33	1206.0	749.17	1506.44	2115.0	1934.44	140685.13	324429.11	27236.05	14314.33	13428.38	45654.4
2.1.1.77-RXN	16136.5	48080.01	13481.0	44636.0	35826.67	225.67	11167.5	14382.99	48371.16	11566.5	61985.34	50561.05	45472.67	48704.38	284478.17	627334.56	73949.92	101803.01	18883.21	172.0
2.1.1.79-RXN	13041.25	33439.34	25681.0	85879.0	32431.33	317.01	7295.25	13203.66	45982.33	9650.5	91525.67	71599.14	61852.5	70662.71	181793.53	304403.3	39146.24	62486.41	5300.05	172.0
2.1.1.86-RXN	0.0	0.0	0.0	0.0	29.0	57812.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	479.8	22386.75	239.25	11.0	1.38	0.0
2.1.1.90-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.99	777.0	195.25	0.0	1.38	0.0
2.1.3.1-RXN	0.0	0.0	0.0	0.0	11.67	7.67	0.0	0.0	0.0	0.0	0.0	34.67	0.0	0.0	184.06	520.35	218.0	740.34	2.33	0.0
2.1.3.9-RXN	77.75	10228.0	49.0	37.0	14.0	0.0	2514.5	2290.0	0.0	2830.0	5390.0	34.75	117.0	677.5	3758.83	10117.01	4965.33	10163.33	139.0	0.0
2.3.1.101-RXN	9013.5	10418.17	6252.5	21325.5	2355.34	0.0	1807.0	2967.33	16838.0	1110.0	18306.0	22558.38	18769.0	19619.38	20842.5	59394.19	12553.34	26465.34	47.83	0.0
2.3.1.118-RXN	6183.75	10037.0	80.0	114.0	9698.0	91.0	1390.0	324.0	17.0	297.0	6347.0	339.25	1060.0	644.0	15117.17	54669.52	8154.34	17159.84	1769.43	45159.0
2.3.1.128-RXN	12210.75	47821.17	7617.0	23465.0	114603.5	58946.0	9865.25	12259.83	40567.66	9825.0	34885.34	40862.63	37883.17	38371.87	428040.81	1025439.76	106476.97	110789.76	17394.7	630.2
2.3.1.157-RXN	10455.75	30474.67	6745.0	21827.5	50028.67	325.67	5370.75	7033.83	19796.33	5859.0	30655.17	25715.36	21933.5	23861.27	246144.57	586406.91	68886.72	66640.09	16778.22	45740.4
2.3.1.165-RXN	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.3.1.168-RXN	134.0	543.0	194.0	246.0	10292.0	107.0	941.0	55.0	2603.33	10.0	716.67	985.0	1344.5	1411.5	8698.17	18185.43	593.0	972.0	1564.27	24.4
2.3.1.179-RXN	17960.5	56192.34	13630.0	45824.5	63168.51	443.68	11890.75	8629.16	40070.16	7116.5	59622.84	40967.06	38186.84	44811.79	445268.58	1222128.26	121501.66	123012.12	37622.85	46346.2
2.3.1.180-RXN	12672.0	38462.17	7479.0	25235.0	73546.32	441.34	11343.5	8809.83	49038.66	6491.0	42151.84	43506.66	42981.51	45682.3	459338.48	1224230.06	156413.54	126486.83	29194.42	45764.8
2.3.1.184-RXN	110.0	187.5	196.5	373.5	122.0	0.0	241.5	1037.5	18770.5	37.5	2907.0	12482.5	10052.5	9060.0	15343.5	17295.5	5810.0	10550.0	1504.0	0.0
2.3.1.41-RXN	17261.5	46273.01	13034.5	43026.5	16422.0	145.0	2635.25	10538.49	19852.33	8997.0	50774.17	36211.44	33852.68	37788.94	124182.17	309203.28	44431.33	90895.58	5390.17	86.0
2.3.1.89-RXN	0.0	0.0	0.0	0.0	1217.0	51.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	89.67	1219.38	0.0	0.0	0.6	471.0
2.3.2.10-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	463.0	0.0	0.0	0.0	0.0
2.3.2.13-RXN	0.0	0.0	0.0	0.0	8526.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.67	80.38	0.0	0.0	33.6	0.0
2.4.1.119-RXN	0.0	0.0	0.0	0.0	29.0	57995.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	381.82	5734.0	62.0	17.0	158.58	0.0
2.4.1.125-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	10.0	0.0	0.0	0.0	0.0
2.4.1.129-RXN	8978.75	20394.67	299.5	197.0	24850.0	223.67	2517.25	3748.33	124.0	3823.0	5439.0	874.42	580.5	2060.33	141574.63	364583.89	39252.55	36947.92	690.24	942.0
2.4.1.144-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	340.0	167.5	241.0	0.0	0.0	0.0	0.0
2.4.1.161-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115.0	92.0	15.0	80.83	7.0	0.0	85.0	0.0
2.4.1.19-RXN	0.0	0.0	0.0	0.0	0.0	0.0	288.5	0.0	0.0	0.0	5387.0	26.5	117.0	636.5	0.0	54.67	0.0	0.0	0.0	0.0
2.4.1.208-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	39.0	43.0	0.0	0.0	0.0	0.0
2.4.1.211-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	340.0	230.5	131.0	0.0	0.0	0.0	0.0
2.4.1.212-RXN	0.0	0.0	0.0	0.0	33.67	57812.0	0.0	0.0	0.0	0.0	0.0	168.0	1051.0	1090.0	3559.33	8645.01	1062.33	238.33	42.0	0.0
2.4.1.213-RXN	512.0	440.0	0.0	0.0	0.0	7.0	0.0	862.0	0.0	351.0	0.0	23.0	467.0	379.0	70.0	219.0	2219.0	362.0	236.0	86.0
2.4.1.216-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	10.0	0.0	0.0	0.0	0.0
2.4.1.217-RXN	0.0	0.0	0.0	0.0	137.0	115624.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0
2.4.1.230-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1379.33	4187.69	15.0	5.67	7.33	0.0
2.4.1.46-RXN	0.0	0.0	0.0	0.0	98.5	0.0	2226.0	37.0	0.0	0.0	0.0	159.0	199.0	308.0	2174.0	5396.5	223.5	209.0	0.0	0.0
2.4.1.52-RXN	0.0	0.0	0.0	87.0	22.0	0.0	0.0	0.0	1884.0	0.0	0.0	10.0	0.0	16.0	110.0	2059.0	0.0	0.0	0.0	0.0
2.4.1.57-RXN	0.0	0.0	0.0	0.0	3454.66	77.0	0.0	0.0	0.0	0.0	0.0	3.5	0.0	0.0	20800.6	31919.67	14629.0	4614.0	9.0	0.0
2.4.1.58-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	105.0	79.0	0.0	0.0	0.0	0.0
2.4.1.83-RXN	7912.25	31128.5	699.0	2748.0	27086.19	115983.0	5103.5	4280.0	10517.5	5230.5	7923.5	3077.13	5068.84	8073.2	289087.25	829237.39	118864.31	76394.02	26035.41	495.4
2.4.2.12-RXN	111.75	203.5	566.0	896.5	134.0	0.0	2432.0	845.5	16194.0	16.5	3786.0	12173.25	10085.67	9383.0	14824.84	25299.71	6367.0	10586.0	1605.0	0.0
2.4.2.37-RXN	6521.0	9987.67	0.0	0.0	1032.0	0.0	1367.0	949.33	0.0	857.0	54.0	2.44	0.0	7.44	6461.5	38503.0	6547.5	11030.0	62.0	0.0
2.5.1.19-RXN	11252.75	33688.67	7031.0	23118.5	50021.67	58283.67	7831.75	7367.83	23979.33	6042.5	31647.17	26767.36	25059.17	27649.85	313522.99	829671.66	99593.72	83574.59	22968.72	46211.4
2.5.1.39-RXN	11011.75	28543.67	7356.0	24235.5	37391.51	58171.67	7255.75	6989.83	28127.33	5725.0	32451.17	26979.86	25788.17	28767.77	270807.48	743159.52	99845.06	78490.76	21586.29	45245.0
2.5.1.41-RXN	0.0	0.0	0.0	0.0	29.0	57995.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93.83	2978.0	62.0	17.0	0.0	0.0
2.5.1.42-RXN	0.0	0.0	0.0	0.0	15.0	183.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.16	2987.0	257.25	17.0	1.38	0.0
2.5.1.44-RXN	116.5	215.0	196.5	199.5	2272.0	36.0	241.5	965.0	15223.33	82.5	9098.17	12319.94	9843.5	8806.44	36563.33	44578.0	8739.0	16840.5	32.67	0.0
2.5.1.46-RXN	881.0	6381.0	325.0	1335.0	1411.17	115867.0	5583.0	239.0	4152.0	328.5	974.0	1164.0	3629.67	2944.0	150745.83	450857.54	40963.0	24258.0	427.83	45159.0
2.5.1.64-RXN	765.0	2911.0	0.0	39.0	12594.83	208.0	210.0	347.0	31.0	359.5	57.0	854.5	1343.67	2823.58	50930.02	131346.81	25784.33	12069.83	5882.6	495.4
2.5.1.68-RXN	0.0	2.0	0.0	87.0	2573.16	62.0	0.0	13.0	1884.0	0.0	0.0	13.5	41.0	7.5	10894.6	13845.67	1574.0	193.0	31.5	0.0
2.6.1.18-RXN	934.25	4728.5	500.5	506.0	3158.0	79.0	2359.0	1690.5	7171.33	629.0	12269.17	1797.69	1796.5	3571.94	52745.17	87375.04	7070.5	9931.5	2097.67	86.0
2.6.1.22-RXN	25.0	291.0	0.0	9.0	2212.83	123.67	0.0	73.0	0.0	10.0	6552.0	507.11	501.0	445.94	41276.16	109151.9	3506.58	3761.83	321.38	45183.4
2.6.1.37-RXN	936.0	3191.0	6306.5	21199.0	212.67	0.0	0.0	382.0	315.0	170.0	21374.0	11072.94	9442.0	12076.69	5782.58	15291.31	590.33	5761.83	4643.93	0.0
2.6.1.46-RXN	0.0	279.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	810.0	2931.0	0.0	0.0	32.0	0.0
2.6.1.57-RXN	928.75	454.0	580.5	488.0	1109.67	79.0	3460.25	1172.0	5047.0	911.0	18598.0	1979.69	2258.0	3720.94	29751.67	58076.05	5935.83	11226.08	5027.0	86.0
2.6.1.82-RXN	0.0	40.0	0.0	0.0	2378.0	0.0	0.0	0.0	15.33	0.0	7.67	0.0	0.0	17.0	3862.13	10624.65	1743.8	664.17	207.0	48.8
2.7.1.148-RXN	11224.75	33388.67	7000.0	23032.5	50428.34	288.67	6464.75	7367.83	23979.33	6042.5	31570.17	25886.36	23622.17	25399.85	308542.56	805312.32	98277.89	82882.76	22869.72	45740.4
2.7.1.156-RXN	10231.0	16052.67	6666.0	21719.5	47353.83	275.67	2786.5	4431.33	19720.33	2411.0	24836.17	24250.11	20388.17	23291.6	133641.32	293437.97	44479.88	38402.17	8107.63	495.4
2.7.1.63-RXN	634.0	1627.0	0.0	174.0	2674.33	62.0	93.0	204.0	3768.0	101.5	19.0	190.5	1508.0	265.0	64514.43	182379.18	6719.0	13622.0	195.0	45159.0
2.7.1.68-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	477.17	1124.83	0.0	0.0	0.0	0.0
2.7.1.69-RXN	8062.0	38434.0	6889.0	22297.0	69912.04	285.01	8190.5	11981.5	39367.66	8886.0	40747.34	39492.33	36759.0	34992.96	285907.98	610273.5	54424.45	94394.68	19457.43	1138.4
2.7.1.90-RXN	6521.0	9987.67	0.0	3.0	51.0	33.67	110.0	1039.33	31.0	857.0	19.0	404.67	113.0	435.25	17880.42	77372.58	16662.0	16079.5	5857.5	0.0
2.7.10.1-RXN	0.0	0.0	0.0	0.0	1308.83	0.0	1376.5	0.0	36.5	0.0	54.0	0.0	82.0	20.0	5613.17	10547.16	708.5	309.0	83.5	0.0
2.7.13.1-RXN	85.0	4.0	246.0	188.0	165.0	0.0	5863.0	0.0	4872.0	0.0	486.0	131.0	78.0	1107.0	1510.5	3218.0	198.0	358.0	224.5	0.0
2.7.13.3-RXN	105408.5	283952.7	68568.0	223458.0	424192.68	2729.7	47534.5	69839.3	215225.3	56916.5	311008.7	256740.6	230126.36	253172.77	2304666.95	5494348.01	640144.84	669361.54	116336.98	96083.2
2.7.3.9-RXN	4367.25	23699.5	6745.0	21830.5	29014.51	241.67	5473.25	6455.5	19832.83	4717.5	30674.17	25503.3	23393.0	24458.21	208564.22	460389.14	34011.47	53976.76	16879.42	45740.4
2.7.7.1-RXN	191.75	191.5	543.0	464.5	1111.0	115807.0	2565.75	879.5	17526.0	26.5	3152.0	12032.69	10139.67	9916.44	17857.5	30124.33	6281.0	11010.75	1649.6	0.0
2.7.7.13-RXN	11596.75	33263.17	13111.5	44458.5	44510.67	174032.67	9558.5	7661.33	26485.16	6541.0	53009.84	38053.3	33810.17	39214.61	352765.14	917556.11	101706.71	90785.01	39480.03	46235.8
2.7.7.15-RXN	383.0	1566.0	0.0	0.0	0.0	0.0	0.0	191.0	0.0	68.5	0.0	0.0	0.0	0.0	29.25	19.58	0.0	0.0	0.0	0.0
2.7.7.33-RXN	6632.0	10227.5	196.5	377.5	3241.01	63.67	2433.5	1363.5	16884.83	842.5	2975.67	12099.17	10380.5	9679.83	96566.47	228955.09	29235.8	31222.67	372.5	45159.0
2.7.7.39-RXN	383.0	1568.0	6056.0	21039.0	955.5	26.0	0.0	277.0	5.0	68.5	15148.0	10265.0	9150.0	11119.0	954.25	3027.91	196.0	14.0	102.35	45159.0
2.7.7.60-RXN	11224.75	33388.67	7000.0	23032.5	50853.67	288.67	6464.75	7440.83	23979.33	6042.5	31570.17	26317.36	23704.17	25814.35	314440.06	824246.65	98458.39	83138.26	23133.82	45740.4
2.7.7.61-RXN	0.0	0.0	0.0	0.0	537.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	101.0	288.56	961.33	0.0	81.33	0.0
2.7.7.8-RXN	11235.75	33409.67	7026.0	23032.5	50529.67	288.67	6464.75	7367.83	23979.33	6042.5	31570.17	27188.36	24859.17	27413.85	315171.16	826716.66	99010.72	83265.59	22869.72	45740.4
2.7.8.11-RXN	0.0	0.0	0.0	0.0	182.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	7.5	0.0	7.0	15.0	7.0	0.0	0.0
2.7.8.12-RXN	383.0	1566.0	0.0	0.0	2468.83	27.0	0.0	191.0	0.0	68.5	0.0	0.0	82.0	31.0	8033.0	16548.83	462.0	22.0	0.0	0.0
2.7.8.14-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	102.0	2828.5	0.0	0.0	1.8	0.0
2.7.8.15-RXN	0.0	0.0	0.0	0.0	29.0	57849.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90.5	2547.0	62.0	17.0	0.0	0.0
2.7.8.24-RXN	655.0	879.5	227.5	231.5	1049.67	0.0	483.5	2362.0	15088.33	439.5	3141.17	12459.94	10469.5	9429.44	17915.93	25401.5	7148.0	10716.84	46.0	0.0
2.7.8.25-RXN	9070.25	10418.17	6626.0	21577.5	3327.01	80.0	4064.5	2967.33	19451.5	1110.0	18574.0	22854.13	19134.5	20852.71	36390.17	115075.46	16510.17	27893.84	2014.16	86.0
2.7.8.6-RXN	0.0	0.0	0.0	3.0	1091.0	14.0	0.0	90.0	0.0	0.0	0.0	106.0	13.0	21.0	16280.5	22342.5	871.0	3784.0	269.08	0.0
2.7.9.3-RXN	1103.75	1103.0	435.0	1373.0	18661.0	185.67	5512.0	1093.0	8592.0	1156.0	7296.0	1351.92	1147.67	1677.83	67165.3	187329.18	26167.55	16179.67	15214.89	110.4
2.8.1.6-RXN	10464.25	29787.17	6877.0	22968.5	64980.02	58137.34	3191.25	6566.33	21310.83	5505.0	31361.17	25965.59	24281.17	25381.57	231449.29	587990.75	71074.1	68164.76	4767.42	45764.8
2.8.3.10-RXN	0.0	0.0	0.0	0.0	551.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.33	2151.0	3238.56	1967.58	4.0	167.71	0.0
2.8.3.13-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	402.0	268.0	0.0	0.0	0.0	0.0
2.8.3.17-RXN	0.0	0.0	0.0	0.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.8.3.7-RXN	36.0	8.0	31.0	49.0	90.0	0.0	0.0	0.0	0.0	0.0	70.0	121.0	404.0	307.0	798.67	6129.83	350.0	38.0	11.0	0.0
2.8.3.9-RXN	76.0	0.0	246.0	184.0	20152.7	40.0	1781.0	0.0	4945.0	0.0	324.0	143.76	78.0	1377.08	37640.0	45988.22	2352.66	7586.0	610.4	0.0
2.9.1.1-RXN	428.75	157.0	0.0	87.0	17926.5	53.67	2226.0	97.0	2139.0	334.0	73.0	334.92	297.17	834.83	121013.46	326820.32	12627.55	12645.84	14677.22	24.4
24-DICHLOROPHENOL-6-MONOOXYGENASE-RXN	0.0	0.0	219.5	128.0	321.16	0.0	0.0	0.0	124.0	0.0	26.0	106.5	167.5	521.5	9.5	161.5	0.0	0.0	45.5	0.0
25-DIOXOVALERATE-DEHYDROGENASE-RXN	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	6149.0	0.0	0.0	0.0	7.0	7.0	72.0	2755.0	0.0	0.0
2OXOGLUTDECARB-RXN	8700.25	29101.67	970.0	1993.5	30007.0	187.0	6415.75	6514.33	23836.33	5399.0	16422.17	16645.63	15743.67	15503.88	242029.62	626356.61	67328.67	71594.42	2814.6	45740.4
2PGADEHYDRAT-RXN	11235.75	33409.67	7026.0	23032.5	50720.84	58297.67	6487.75	7367.83	23979.33	6042.5	31580.17	27349.8	25058.17	27721.29	315989.2	824377.58	101495.52	84350.93	23188.05	45826.4
2TRANSKETO-RXN	19377.75	49041.34	8588.0	25340.5	76581.52	116350.67	12210.25	11641.66	67773.33	7529.5	39276.67	54913.12	54664.84	58557.59	516940.48	1339964.35	149513.25	137855.76	37883.59	45764.8
3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN	11228.75	33232.67	7031.0	23066.5	51105.17	58137.67	6491.25	7350.83	23880.83	6028.5	31565.17	26613.36	25989.67	28116.85	297266.16	771154.33	99129.8	81970.09	22739.77	45740.4
3-DEHYDRO-L-GULONATE-2-DEHYDROGENASE-RXN	251.0	59.0	0.0	36.0	0.0	0.0	117.0	0.0	0.0	33.0	0.0	167.0	1673.67	116.0	21927.0	78621.0	3099.0	5827.0	0.0	0.0
3-DEHYDROQUINATE-DEHYDRATASE-RXN	11318.5	33413.67	7404.5	23325.5	50557.67	58346.67	7660.75	7367.83	26862.83	6042.5	37250.17	28210.55	25935.67	30439.79	317613.82	834905.33	100162.22	84278.09	24450.22	45740.4
3-DEHYDROQUINATE-SYNTHASE-RXN	11502.75	33990.67	7049.0	23069.5	51990.01	507.67	6706.75	7783.83	23979.33	6126.5	31788.17	26747.36	24874.17	27805.85	317896.16	832792.02	100293.06	85050.43	22990.05	45740.4
3-DEHYDROSPHINGANINE-REDUCTASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	7.5	0.0	0.0	0.0	0.0	0.0	0.0
3-HYDROXBUTYRYL-COA-DEHYDRATASE-RXN	994.5	2817.0	200.5	309.5	1012.67	0.0	2666.0	2595.5	17055.5	1109.5	3199.5	12471.94	11046.0	9548.44	47079.5	67689.0	10044.5	11734.5	242.1	0.0
3-HYDROXY-KYNURENINASE-RXN	1241.75	11788.0	580.5	1435.0	11874.16	104.0	3565.0	3589.5	4329.5	3852.0	12520.0	847.19	4126.67	3998.94	72926.34	206814.66	40674.5	29722.0	2001.1	110.4
3-HYDROXYASPARTATE-ALDOLASE-RXN	512.0	440.0	0.0	0.0	222.0	0.0	0.0	935.0	0.0	351.0	0.0	23.0	467.0	379.0	0.0	155.83	0.0	0.0	0.0	0.0
3-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	1355.25	15529.5	742.5	785.0	15570.33	167.0	3298.75	4291.5	9678.66	3982.0	12924.84	2698.63	3067.5	4697.38	75927.17	128281.83	13181.5	20467.75	937.04	557.0
3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN	2983.0	12790.5	1742.5	3786.5	47789.15	874.34	8500.5	3586.5	37375.66	1893.5	19334.84	16922.6	17050.51	19633.75	300778.44	731435.0	130219.57	64137.83	22752.83	1088.4
3-HYDROXYDECANOYL-ACP-DEHYDR-RXN	21275.0	62895.84	13362.5	44599.0	63146.03	265.0	7612.75	14078.66	43271.16	10798.5	55478.84	53424.44	50068.34	52902.85	431079.75	1106914.8	129915.74	148566.61	23487.38	45802.0
3-HYDROXYISOBUTYRATE-DEHYDROGENASE-RXN	18977.25	41884.84	1739.5	2497.0	37143.66	58240.67	4368.5	11437.16	43274.66	8498.0	33390.34	30611.3	29912.0	27507.38	291001.68	572413.44	66964.59	103846.84	7602.48	45740.4
3-HYDROXYISOBUTYRYL-COA-HYDROLASE-RXN	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	994.0	3079.0	34.0	1143.0	0.0	0.0
3-NUCLEOTID-RXN	521.0	453.0	49.0	68.0	11622.16	148.0	17.0	1238.0	152.0	647.0	6224.0	545.0	828.5	1188.83	6283.67	16728.81	5097.0	13536.0	1748.7	0.0
3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN	19055.0	38033.84	1221.5	3389.5	57606.18	116314.35	7539.5	6372.66	57258.16	3386.5	35446.34	39966.73	34992.5	29366.88	397387.98	1075969.84	129400.78	116624.18	18344.42	90490.0
3-OXOACID-COA-TRANSFERASE-RXN	2709.5	14404.0	1446.0	3232.0	31177.0	555.0	7102.5	4856.0	13801.0	4921.0	27334.0	5310.5	12215.0	11684.0	298113.2	731795.1	59671.66	56079.16	4390.8	1028.0
3-OXOACYL-ACP-REDUCT-RXN	30634.5	106479.34	22631.5	71197.0	178744.34	117803.02	27922.25	20737.16	77172.98	16719.0	144959.02	75906.92	85869.36	91134.96	1595044.88	4017067.99	316157.74	319596.12	81021.79	138866.6
3-OXOACYL-ACP-SYNTH-BASE-RXN	17261.5	46273.01	13034.5	43026.5	16422.0	145.0	2635.25	10538.49	19852.33	8997.0	50774.17	36211.44	33852.68	37788.94	124182.17	309203.28	44431.33	90895.58	5390.17	86.0
3-OXOACYL-ACP-SYNTH-RXN	17261.5	46273.01	13034.5	43026.5	16422.0	145.0	2635.25	10538.49	19852.33	8997.0	50774.17	36211.44	33852.68	37788.94	124182.17	309203.28	44431.33	90895.58	5390.17	86.0
3-OXOADIPATE-COA-TRANSFERASE-RXN	293.0	70.0	1813.0	1337.0	2367.0	0.0	3558.0	146.0	10552.66	132.0	13648.34	2090.0	4221.0	6641.0	41796.34	65044.16	5103.0	9747.0	3815.44	0.0
3-OXOADIPATE-ENOL-LACTONASE-RXN	826.5	489.5	1208.0	1026.0	6588.66	78.0	5375.0	1208.5	17076.66	448.0	20081.34	2271.94	3068.5	5693.94	72141.44	112126.16	19309.0	18851.5	2074.44	24.4
3-OXOSTEROID-1-DEHYDROGENASE-RXN	0.0	2.0	0.0	0.0	434.5	81.0	23.0	0.0	17.0	0.0	413.0	528.5	769.0	351.0	7232.0	12802.33	296.0	959.0	1487.0	0.0
3.1.1.47-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	84.0	0.0	0.0	0.0	0.0
3.1.1.64-RXN	67.75	21.0	203.0	335.0	11800.33	122.0	930.0	0.0	6339.0	0.0	6365.0	502.25	321.0	784.5	16444.34	34318.41	7849.25	12858.5	307.68	0.0
3.1.1.72-RXN	0.0	0.0	0.0	0.0	17.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3.1.1.73-RXN	346.5	27.5	1243.5	970.0	1229.0	0.0	7057.5	94.0	19682.5	0.0	20611.0	1514.5	1332.5	5126.0	56716.0	138061.38	5198.0	13522.0	3342.5	0.0
3.1.1.74-RXN	0.0	0.0	0.0	0.0	198.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	540.0	698.0	178.0	202.0	0.0	0.0
3.1.1.75-RXN	1394.25	15681.0	575.5	771.5	3738.0	7.0	3961.0	5051.0	21981.0	3988.5	34095.5	13430.69	12074.5	11727.94	102035.67	131585.83	17949.5	37917.5	2269.0	86.0
3.1.1.81-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	7.5	1.0	1.55	0.0	0.0	0.0	0.0
3.1.11.1-RXN	9017.75	20229.67	203.0	257.0	2021.0	43.67	1179.0	3855.33	4356.5	3825.0	5575.0	915.42	452.0	1695.5	15849.34	64811.87	12869.0	21143.0	221.0	0.0
3.1.11.2-RXN	18662.25	56252.67	19762.5	66264.0	54489.33	595.67	10292.25	13034.83	43076.16	10360.5	84416.34	63260.8	59167.67	64144.79	367649.68	881990.96	121843.88	136870.08	25149.23	643.0
3.1.11.3-RXN	0.0	0.0	0.0	0.0	146.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3.1.11.6-RXN	22452.5	66440.34	13670.0	44537.0	100007.34	547.34	10927.5	14681.66	39654.66	11983.0	61382.34	52665.72	46036.0	52139.7	580220.32	1505838.65	137028.44	140043.18	45549.44	91554.0
3.1.13.1-RXN	168.5	94.0	6179.0	21211.0	198.0	94.67	2248.0	384.5	2458.0	249.5	21560.0	11340.67	9344.5	11910.5	52957.67	148095.5	7955.5	9603.0	2024.0	86.0
3.1.13.5-RXN	11853.75	33410.67	832.5	1036.0	23016.67	183.67	1471.25	9568.33	34338.66	6740.5	12770.34	29118.3	24051.5	21802.88	242404.27	466694.08	54233.17	70486.42	1118.67	45159.0
3.1.2.21-RXN	0.0	0.0	0.0	5.0	28.0	0.0	1367.0	0.0	0.0	0.0	54.0	10.0	0.0	21.0	308.5	3303.67	61.0	73.0	67.5	0.0
